phenotype	taxonomy rank level	NCBI taxon id	scientific name	super kingdom	Nr. runs in which the species/genus can be found	mean relative abundance	median relative abundance	SD of relative abundance
D003015	species	78120	Succinispira mobilis	Bacteria	20	0.00598921895	0.00415123	0.00534784162206831	
D003015	species	102862	Proteus penneri	Bacteria	20	0.0105744232	0.00528328	0.0142719813486662	
D003015	species	121620	Catellatospora methionotrophica	Bacteria	20	0.009208292	0.007558975	0.00613714839476909	
D003015	species	133189	Bdellovibrio sp. W	Bacteria	20	0.02181559615	0.01400125	0.0247016103751541	
D003015	species	148814	Lactobacillus kunkeei	Bacteria	20	0.0069673266	0.004520995	0.00884131096922382	
D003015	species	189722	Prevotella marshii	Bacteria	20	0.0208776215	0.00479036	0.0326741020735474	
D003015	species	225196	Geopsychrobacter electrodiphilus	Bacteria	20	0.0127955546	0.007294275	0.0178839994208065	
D003015	species	237258	Cloacibacterium normanense	Bacteria	20	0.0288340037	0.00437583	0.0692471886881257	
D003015	species	273168	Novosphingobium naphthalenivorans	Bacteria	20	0.015126078	0.00529986	0.0308117420972951	
D003015	species	293371	Lactobacillus oligofermentans	Bacteria	20	0.0058865944	0.00515534	0.00424057975774518	
D003015	species	311230	Paraburkholderia terrae	Bacteria	20	0.0104164044	0.005105795	0.0106475244756592	
D003015	species	349751	Corynebacterium marinum	Bacteria	20	0.03209568455	0.00451227	0.0453626061316353	
D003015	species	394340	Asaccharobacter celatus	Bacteria	20	0.0149413713	0.00613758	0.0250061955389852	
D003015	species	452529	Streptomyces scopuliridis	Bacteria	20	0.01145501685	0.006344365	0.0151865957796926	
D003015	species	536979	Chitinophaga niabensis	Bacteria	20	0.00908952715	0.004587895	0.0169652213905027	
D003015	species	547163	Mycobacterium vulneris	Bacteria	20	0.0118142739	0.00529986	0.0207766946989552	
D003015	species	584994	Nakamurella sp. KCTC 19426	Bacteria	20	0.01009254915	0.004258855	0.0134596316283532	
D003015	species	638619	Bifidobacterium actinocoloniiforme	Bacteria	20	0.01057894	0.00460568	0.0146503959958045	
D003015	species	930124	Bacillus halosaccharovorans	Bacteria	20	0.0081902835	0.004377205	0.00745891515097151	
D003015	species	948756	Paenibacillus macquariensis	Bacteria	20	0.00414267725	0.00262542	0.00468379154579793	
D003015	species	1038856	Planococcus plakortidis	Bacteria	20	0.00429465305	0.00352757	0.00490183678259036	
D003015	species	1123045	Ponticaulis koreensis	Bacteria	20	0.015214566	0.009882085	0.0164369765109525	
D003015	species	1385386	Streptococcus sp. MR-1933	Bacteria	20	0.0184889332	0.008123515	0.0249658644620745	
D003015	species	408	Methylobacterium extorquens	Bacteria	19	0.0184352496842105	0.00582598	0.0326724460740022	
D003015	species	414	Methylococcus capsulatus	Bacteria	19	0.00639348410526316	0.00299787	0.00743473635281958	
D003015	species	638	Arsenophonus nasoniae	Bacteria	19	0.00315363447368421	0.00345566	0.00168334027432484	
D003015	species	847	Oxalobacter formigenes	Bacteria	19	0.0243826263157895	0.0159038	0.0397787889144306	
D003015	species	879	Desulfovibrio gigas	Bacteria	19	0.00446980247368421	0.00194001	0.00666577345813111	
D003015	species	1519	Clostridium tyrobutyricum	Bacteria	19	0.00784751810526316	0.00388531	0.0152601442035627	
D003015	species	1537	Romboutsia lituseburensis	Bacteria	19	0.0677522310526316	0.00607755	0.136189818696671	
D003015	species	1571	Sporosarcina ureae	Bacteria	19	0.0752185825263158	0.005567	0.279942860961227	
D003015	species	1587	Lactobacillus helveticus	Bacteria	19	0.0427049073684211	0.00469669	0.138590885272389	
D003015	species	1607	Lactobacillus bifermentans	Bacteria	19	0.0100717851578947	0.00507099	0.0109605896464227	
D003015	species	1687	Bifidobacterium coryneforme	Bacteria	19	0.0118289552631579	0.0041365	0.0135926242855354	
D003015	species	31958	Amycolatopsis orientalis	Bacteria	19	0.00807275873684211	0.00377715	0.0115409017253667	
D003015	species	33987	Exiguobacterium aurantiacum	Bacteria	19	0.00433852494736842	0.00287563	0.00385256300776361	
D003015	species	42471	Desulfotomaculum thermocisternum	Bacteria	19	0.00747479405263158	0.00434443	0.00656402268181035	
D003015	species	44250	Paenibacillus alvei	Bacteria	19	0.00257612878947368	0.0021273	0.00243891198275829	
D003015	species	45067	Legionella lansingensis	Bacteria	19	0.00601624010526316	0.00385371	0.00567680562782785	
D003015	species	54010	Pseudonocardia asaccharolytica	Bacteria	19	0.01136346	0.005567	0.0106792579929489	
D003015	species	60454	Porphyrobacter tepidarius	Bacteria	19	0.0121885331578947	0.00556979	0.0131217097054966	
D003015	species	84109	Slackia exigua	Bacteria	19	0.0149874394210526	0.00564143	0.0201190767976747	
D003015	species	90729	[Desulfobacterium] catecholicum	Bacteria	19	0.00649668094736842	0.00502993	0.0055064727154939	
D003015	species	132925	Clostridium bowmanii	Bacteria	19	0.00987347805263158	0.00502993	0.0119703068349294	
D003015	species	148447	Paraburkholderia phymatum	Bacteria	19	0.024143657	0.0195046	0.0208477222670451	
D003015	species	156978	Corynebacterium imitans	Bacteria	19	0.0144412019473684	0.0060868	0.0261302754751082	
D003015	species	170367	Paenibacillus anaericanus	Bacteria	19	0.00808714473684211	0.00338845	0.0165324106616971	
D003015	species	217219	Meganema perideroedes	Bacteria	19	0.00293059042105263	0.00247353	0.00216362774020495	
D003015	species	267818	Lactobacillus kefiranofaciens	Bacteria	19	0.0137616873684211	0.00476735	0.0246729216945656	
D003015	species	284042	Streptomyces violaceorubidus	Bacteria	19	0.0169846284210526	0.0125728	0.0149031895465234	
D003015	species	304899	Actinospica acidiphila	Bacteria	19	0.0135967447368421	0.00873897	0.010407842174403	
D003015	species	349096	Pectinatus haikarae	Bacteria	19	0.0122976252631579	0.00902201	0.010198628573656	
D003015	species	516075	Providencia sneebia	Bacteria	19	0.0327818973157895	0.00878678	0.0508973822949946	
D003015	species	544580	Actinomyces oris	Bacteria	19	0.035225318368421	0.0067769	0.0840294594620523	
D003015	species	588672	Patulibacter americanus	Bacteria	19	0.0102797326842105	0.00851825	0.00772199820117892	
D003015	species	741091	Rahnella sp. Y9602	Bacteria	19	0.05016614	0.0041204	0.198932850072671	
D003015	species	748811	Sulfuritalea hydrogenivorans	Bacteria	19	0.00763798415789474	0.00457331	0.00843127017763618	
D003015	species	882211	Pseudomonas deceptionensis	Bacteria	19	2.13029753	0.327519	3.46625362294623	
D003015	species	1078480	Haemophilus sputorum	Bacteria	19	0.0108457230526316	0.00575126	0.0134195844574266	
D003015	species	1566358	Paenibacillus sp. IHBB 10380	Bacteria	19	0.00698978194736842	0.00430422	0.00839918714313335	
D003015	species	1755629	Victivallis sp. MC_44	Bacteria	19	0.0340895638947368	0.00502993	0.0852523554447505	
D003015	species	329	Ralstonia pickettii	Bacteria	18	0.00747361111111111	0.00512564	0.00785206128272301	
D003015	species	824	Campylobacter gracilis	Bacteria	18	0.0427994186666667	0.00883767	0.0769908225568935	
D003015	species	930	Acidithiobacillus thiooxidans	Bacteria	18	0.013459095	0.00591612	0.0144657496785949	
D003015	species	1521	[Clostridium] cellulolyticum	Bacteria	18	0.00550897872222222	0.003078485	0.00608606255622117	
D003015	species	1725	Corynebacterium xerosis	Bacteria	18	0.0915009391666667	0.00403912	0.32280574384549	
D003015	species	1908	Streptomyces globisporus	Bacteria	18	0.00762817238888889	0.004991195	0.00707299658487557	
D003015	species	13689	Sphingomonas paucimobilis	Bacteria	18	0.0856761588888889	0.0153047	0.151276150012487	
D003015	species	28454	Sphingobacterium multivorum	Bacteria	18	0.00963286666666667	0.00250478	0.0148227223149315	
D003015	species	33953	Clostridium aminobutyricum	Bacteria	18	0.0171082894444444	0.0109116	0.0210957203430165	
D003015	species	36848	Oxalophagus oxalicus	Bacteria	18	0.0109123927777778	0.008625795	0.00959776666328457	
D003015	species	42235	Streptomyces bottropensis	Bacteria	18	0.00932717777777778	0.005861725	0.0087186992038185	
D003015	species	43767	Rhodococcus equi	Bacteria	18	0.0108719472222222	0.007251725	0.00903470273897904	
D003015	species	43990	Corynebacterium segmentosum	Bacteria	18	0.246172724444444	0.00772993	0.551515900440016	
D003015	species	47497	Pedomicrobium ferrugineum	Bacteria	18	0.0152879116666667	0.0090506	0.0192207001134761	
D003015	species	47879	Pseudomonas corrugata	Bacteria	18	0.0236818849444444	0.005633235	0.0574907773054499	
D003015	species	48296	Acinetobacter pittii	Bacteria	18	0.00666697611111111	0.00394861	0.0102411910596624	
D003015	species	53399	Hyphomicrobium denitrificans	Bacteria	18	0.0081889835	0.005964265	0.00755950291627965	
D003015	species	59841	Paenibacillus kobensis	Bacteria	18	0.00602488083333333	0.003993825	0.00692682149129029	
D003015	species	66875	Streptomyces catenulae	Bacteria	18	0.010784839	0.00802782	0.00815221336048887	
D003015	species	67269	Streptomyces alboviridis	Bacteria	18	0.00772733777777778	0.006415865	0.00515929229816119	
D003015	species	67314	Streptomyces lavendofoliae	Bacteria	18	0.00879957055555556	0.005697885	0.00878645633067331	
D003015	species	77768	Prevotella albensis	Bacteria	18	0.00770039094444444	0.003418495	0.0134248503420741	
D003015	species	81857	Lactobacillus selangorensis	Bacteria	18	0.00929486305555556	0.003639815	0.0139153285095232	
D003015	species	86957	Selenomonas lacticifex	Bacteria	18	0.00433081227777778	0.004214215	0.00212956900365982	
D003015	species	106654	Acinetobacter nosocomialis	Bacteria	18	0.0152677272222222	0.006192555	0.0190635287093117	
D003015	species	114652	Streptococcus orisratti	Bacteria	18	0.00617562122222222	0.004020875	0.00579324014188402	
D003015	species	181487	Actinomyces cardiffensis	Bacteria	18	0.00646811244444444	0.002820545	0.0112740507268541	
D003015	species	192421	Planococcus maritimus	Bacteria	18	0.00531716111111111	0.003477205	0.00509872036261221	
D003015	species	215803	Enhygromyxa salina	Bacteria	18	0.0161244446111111	0.012436555	0.0153921388740642	
D003015	species	251542	Candidatus Blochmannia chromaiodes	Bacteria	18	0.00431920366666667	0.003228025	0.00450834282560604	
D003015	species	261292	Nitrosomonas sp. Is79A3	Bacteria	18	0.00335282633333333	0.00306997	0.00232127036302921	
D003015	species	304207	Lactobacillus harbinensis	Bacteria	18	0.00415046672222222	0.00289369	0.00372754844376752	
D003015	species	402877	Syntrophomonas palmitatica	Bacteria	18	0.0393354097222222	0.002721175	0.105123297027249	
D003015	species	415425	Flavobacterium terrae	Bacteria	18	0.0101850797777778	0.00774758	0.00863895293990823	
D003015	species	460870	Lactobacillus nodensis	Bacteria	18	0.0185393636666667	0.008486685	0.0190504708539129	
D003015	species	483011	Lactobacillus fabifermentans	Bacteria	18	0.00648497855555556	0.002663905	0.0128389859895451	
D003015	species	521157	Weissella sp. KLDS 7.0701	Bacteria	18	0.00932227922222222	0.004820335	0.0136636573858687	
D003015	species	525917	Thiothrix lacustris	Bacteria	18	0.003074695	0.002959065	0.00164947141885307	
D003015	species	571255	Ochrobactrum thiophenivorans	Bacteria	18	0.0227076827777778	0.01127925	0.0336330409383393	
D003015	species	589437	Prevotella scopos	Bacteria	18	0.00966455566666667	0.00263356	0.0251524715463764	
D003015	species	592978	Ruminococcus faecis	Bacteria	18	0.00514322888888889	0.00271543	0.00684040082653806	
D003015	species	745310	Sphingomonas sp. MM-1	Bacteria	18	0.0138674188888889	0.006965105	0.014921303731829	
D003015	species	863372	Herbaspirillum huttiense	Bacteria	18	0.00789226161111111	0.002890145	0.0174956153047047	
D003015	species	980254	Roseimaritima ulvae	Bacteria	18	0.0213431557222222	0.00929362	0.0310520301706096	
D003015	species	1032476	Nonomuraea soli	Bacteria	18	0.0129013211111111	0.00748268	0.014027487491458	
D003015	species	1079800	Rhizobium mesoamericanum	Bacteria	18	0.00892124705555556	0.00461044	0.00867006376344757	
D003015	species	1113602	Ochrobactrum sp. NBRC 12952	Bacteria	18	0.00763867388888889	0.0035422	0.011588754738161	
D003015	species	1249101	Mycobacterium celeriflavum	Bacteria	18	0.00973171666666667	0.00620445	0.00793000369437641	
D003015	species	1411150	Sphaerochaeta sp. DSM 26296	Bacteria	18	1.49897419705556	0.00425023	6.22561025228034	
D003015	species	1648232	Skermanella sp. YIM 93097	Bacteria	18	0.0108102261111111	0.008260085	0.00835888372448149	
D003015	species	1776082	Shigella sp. SF-2015	Bacteria	18	0.00680527611111111	0.00518362	0.00563172072260927	
D003015	species	471	Acinetobacter calcoaceticus	Bacteria	17	0.00491038576470588	0.00383597	0.00307506652134957	
D003015	species	863	Syntrophomonas wolfei	Bacteria	17	0.00561967852941176	0.00278505	0.00948409305079812	
D003015	species	1076	Rhodopseudomonas palustris	Bacteria	17	0.00552324258823529	0.00412899	0.00467477052056685	
D003015	species	1255	Pediococcus pentosaceus	Bacteria	17	0.0107971519411765	0.00456924	0.0255092401461308	
D003015	species	1383	Atopobium rimae	Bacteria	17	0.00299668529411765	0.00254842	0.0014122168089617	
D003015	species	1398	Bacillus coagulans	Bacteria	17	0.0155311818235294	0.00371181	0.0270126495731275	
D003015	species	1462	Geobacillus kaustophilus	Bacteria	17	0.00786872841176471	0.00512295	0.00881249875224114	
D003015	species	1464	Paenibacillus larvae	Bacteria	17	0.00705936458823529	0.00491666	0.00789768176077435	
D003015	species	1479	Bacillus smithii	Bacteria	17	0.00462579994117647	0.00423638	0.00264199358808364	
D003015	species	1807	Mycobacterium obuense	Bacteria	17	0.0129618852941176	0.00873897	0.0118787645660729	
D003015	species	1963	Streptomyces olivochromogenes	Bacteria	17	0.0147208207058824	0.0150898	0.0103271489896191	
D003015	species	28137	Prevotella veroralis	Bacteria	17	0.00592933329411765	0.00342149	0.00574608033304055	
D003015	species	29355	[Clostridium] cellobioparum	Bacteria	17	0.131526682352941	0.0134048	0.426462106806457	
D003015	species	35839	Holophaga foetida	Bacteria	17	0.0137111367647059	0.013386	0.0112217749908616	
D003015	species	48937	Novosphingobium stygium	Bacteria	17	0.00883482117647059	0.00598874	0.00724893330169678	
D003015	species	59839	Paenibacillus alginolyticus	Bacteria	17	0.00481790188235294	0.00368243	0.00371186191170196	
D003015	species	66228	Actinomyces europaeus	Bacteria	17	0.0441798588235294	0.0118427	0.0642696453237187	
D003015	species	79883	Bacillus horikoshii	Bacteria	17	0.00906771705882353	0.00598874	0.0102440877667388	
D003015	species	111015	Actinomyces radicidentis	Bacteria	17	0.0212367651764706	0.00462017	0.0495730332205897	
D003015	species	114527	Mogibacterium diversum	Bacteria	17	0.005082841	0.0043276	0.00396194807917119	
D003015	species	175696	Thermaerobacter subterraneus	Bacteria	17	0.0108250217647059	0.00749288	0.00986927113472687	
D003015	species	178214	Facklamia hominis	Bacteria	17	0.0179960605882353	0.00710564	0.0275140992203573	
D003015	species	220687	Bacillus novalis	Bacteria	17	0.00400787364705882	0.00375488	0.00317710857036282	
D003015	species	240427	Lactobacillus paracollinoides	Bacteria	17	0.016755824	0.00368514	0.0368827065487009	
D003015	species	324057	Paenibacillus sp. JDR-2	Bacteria	17	0.00550182882352941	0.00491666	0.0047431317627592	
D003015	species	324767	Bacillus infantis	Bacteria	17	0.00596257411764706	0.00463113	0.00329128057622155	
D003015	species	327160	Candidatus Accumulibacter phosphatis	Bacteria	17	0.00724628470588235	0.00502993	0.0082209312989467	
D003015	species	349221	Micavibrio aeruginosavorus	Bacteria	17	0.010219552	0.00502993	0.0168248031690397	
D003015	species	351187	Salinispora pacifica	Bacteria	17	0.0119590070588235	0.00930254	0.0100189044511412	
D003015	species	354355	Niastella yeongjuensis	Bacteria	17	0.0125659970588235	0.00983332	0.0115461589782218	
D003015	species	392736	Uliginosibacterium gangwonense	Bacteria	17	0.00744178041176471	0.00430422	0.00862443250283072	
D003015	species	392842	Desulfothermus okinawensis	Bacteria	17	0.00645179676470588	0.005567	0.00426626429047744	
D003015	species	398555	Lactobacillus composti	Bacteria	17	0.0174980774117647	0.00997805	0.025650046495428	
D003015	species	400390	Alkalimonas collagenimarina	Bacteria	17	0.0105213447058824	0.00512295	0.0139750316213659	
D003015	species	418856	Nevskia soli	Bacteria	17	0.0123950068235294	0.00457331	0.0156604089773314	
D003015	species	446660	Adlercreutzia equolifaciens	Bacteria	17	0.0160845428235294	0.00335255	0.0418822841171182	
D003015	species	483012	Lactobacillus cacaonum	Bacteria	17	0.165044245882353	0.0254314	0.520071393107221	
D003015	species	487698	Stenotrophomonas pavanii	Bacteria	17	0.109361787705882	0.00540394	0.216182762926612	
D003015	species	494026	Paenibacillus glacialis	Bacteria	17	0.00386922311764706	0.00247623	0.00361333604342907	
D003015	species	669462	Paenibacillus pinihumi	Bacteria	17	0.00362657547058824	0.00227226	0.00529776446055392	
D003015	species	940614	Granulicella mallensis	Bacteria	17	0.0101253741176471	0.0074841	0.0072630568705591	
D003015	species	1661050	Pseudomonas sp. NBRC 111135	Bacteria	17	0.086085367	0.00385371	0.301512545302368	
D003015	species	1715347	Garciella sp. YIM G1-1	Bacteria	17	0.00417031376470588	0.00339236	0.0037914208239601	
D003015	species	891	Desulfuromonas acetoxidans	Bacteria	16	0.0039537466875	0.00394738	0.00313244847349277	
D003015	species	985	Cytophaga hutchinsonii	Bacteria	16	0.0079466310625	0.00677502	0.00583515042865944	
D003015	species	1548	Clostridium scatologenes	Bacteria	16	0.0070940839375	0.00389298	0.00762944862531092	
D003015	species	1588	Lactobacillus hilgardii	Bacteria	16	0.0078212150625	0.0031012	0.0107610745493585	
D003015	species	1861	Geodermatophilus obscurus	Bacteria	16	0.0097774746875	0.00599224	0.0100277096510117	
D003015	species	2074	Pseudonocardia autotrophica	Bacteria	16	0.007528428125	0.005568395	0.00569250644208357	
D003015	species	2702	Gardnerella vaginalis	Bacteria	16	0.0294536895625	0.01934565	0.0296984172826117	
D003015	species	28128	Prevotella corporis	Bacteria	16	0.090669858875	0.004143995	0.293803626348675	
D003015	species	28130	Prevotella disiens	Bacteria	16	0.9773832041875	0.01116419	2.99684115472028	
D003015	species	29346	[Clostridium] paradoxum	Bacteria	16	0.01285029425	0.003451035	0.0359092606273809	
D003015	species	29371	[Clostridium] termitidis	Bacteria	16	0.00319112475	0.002440815	0.00255486347642576	
D003015	species	33940	Geobacillus thermodenitrificans	Bacteria	16	0.00692570825	0.004798385	0.0082700254168807	
D003015	species	38303	Corynebacterium pseudogenitalium	Bacteria	16	0.0058937731875	0.00302731	0.010092664531598	
D003015	species	43997	Catonella morbi	Bacteria	16	0.00501498725	0.003418495	0.00409945888763948	
D003015	species	78346	Bifidobacterium ruminantium	Bacteria	16	0.008841233125	0.004393745	0.00759379168877553	
D003015	species	79882	Bacillus halmapalus	Bacteria	16	0.0213871275	0.004883245	0.0442154114201861	
D003015	species	82135	Atopobium vaginae	Bacteria	16	0.008955035	0.00522612	0.00947617746005987	
D003015	species	96228	Legionella drozanskii	Bacteria	16	0.0086533581875	0.00540769	0.00680253530889953	
D003015	species	169292	Corynebacterium aurimucosum	Bacteria	16	0.02003327375	0.00637545	0.0305787764535348	
D003015	species	179995	Anaerobiospirillum thomasii	Bacteria	16	0.00438938775	0.003599335	0.00369516784995418	
D003015	species	184914	Corallococcus coralloides	Bacteria	16	0.01142827	0.0105592	0.00593734430934797	
D003015	species	186651	Microvirga subterranea	Bacteria	16	0.0122558945	0.0062132	0.0121104089841928	
D003015	species	191493	Corynebacterium sphenisci	Bacteria	16	0.11930963375	0.003758425	0.305873082596706	
D003015	species	203699	Derxia gummosa	Bacteria	16	0.0051901125	0.004258855	0.00351727172893139	
D003015	species	205941	Salinibacterium amurskyense	Bacteria	16	0.0112113824375	0.006171075	0.0117357611320838	
D003015	species	212663	Vibrio tasmaniensis	Bacteria	16	0.003564778875	0.002903505	0.00285295479796536	
D003015	species	214858	Bacteroides sp. DSM 12148	Bacteria	16	0.00596977275	0.00593823	0.00387557200929562	
D003015	species	264027	Algoriphagus marincola	Bacteria	16	0.022097986875	0.01246598	0.0252628615960076	
D003015	species	283734	Staphylococcus pseudintermedius	Bacteria	16	0.045546405625	0.007646515	0.0847853362683693	
D003015	species	288000	Bradyrhizobium sp. BTAi1	Bacteria	16	0.007730000625	0.00613139	0.00530051118307718	
D003015	species	331992	Kamptonema formosum	Bacteria	16	0.009183065625	0.00599117	0.00844678194392789	
D003015	species	392589	Perlucidibaca piscinae	Bacteria	16	0.00675366575	0.003695205	0.00937925305570169	
D003015	species	442899	Halolactibacillus alkaliphilus	Bacteria	16	0.0077057920625	0.00517239	0.0068831634203464	
D003015	species	457173	Phenylobacterium composti	Bacteria	16	0.00941432875	0.0077474	0.00536310735467773	
D003015	species	471511	Bifidobacterium bombi	Bacteria	16	0.022830623625	0.00813143	0.0308426921419769	
D003015	species	538021	Mucilaginibacter ximonensis	Bacteria	16	0.009928145	0.007251725	0.0082662279621038	
D003015	species	626933	Odoribacter laneus	Bacteria	16	0.0625267779375	0.005614815	0.213083319081728	
D003015	species	1689834	Acidithiobacillus ferriphilus	Bacteria	16	0.053875758375	0.004783965	0.115307696829482	
D003015	species	210	Helicobacter pylori	Bacteria	15	0.009132074	0.00598874	0.00873946101430812	
D003015	species	339	Xanthomonas campestris	Bacteria	15	0.0075782844	0.00108379	0.0105964833919867	
D003015	species	358	Agrobacterium tumefaciens	Bacteria	15	0.00543229533333333	0.00216758	0.00833851374199389	
D003015	species	663	Vibrio alginolyticus	Bacteria	15	0.0042165622	0.00247623	0.00430397914724649	
D003015	species	960	Bacteriovorax stolpii	Bacteria	15	0.00749246173333333	0.00430422	0.00969127164836078	
D003015	species	1087	Rhodovibrio salinarum	Bacteria	15	0.00807833406666667	0.00650153	0.00637540385626738	
D003015	species	1397	Bacillus circulans	Bacteria	15	0.0060615156	0.00502993	0.00440293668236704	
D003015	species	1497	Clostridium formicaceticum	Bacteria	15	0.0068202098	0.00399824	0.00823351420427973	
D003015	species	1513	Clostridium tetani	Bacteria	15	0.00634503846666667	0.00508629	0.00530612674709462	
D003015	species	1583	Weissella confusa	Bacteria	15	0.106455630666667	0.00594106	0.282812137232188	
D003015	species	1610	Lactobacillus coryniformis	Bacteria	15	0.0405343206666667	0.00676956	0.122198641577104	
D003015	species	1620	Weissella minor	Bacteria	15	0.0207163724666667	0.00324118	0.058150999244238	
D003015	species	1646	Renibacterium salmoninarum	Bacteria	15	0.00770151706666667	0.00419094	0.00823882585507303	
D003015	species	1688	Bifidobacterium cuniculi	Bacteria	15	0.0179113893333333	0.00635607	0.0299155242930836	
D003015	species	1855	Frankia sp.	Bacteria	15	0.0113914722	0.00650153	0.0102068567275064	
D003015	species	1906	Streptomyces fradiae	Bacteria	15	0.008222888	0.00599574	0.00763187213386373	
D003015	species	1955	Streptomyces cinereus	Bacteria	15	0.00737483133333333	0.005567	0.00542724376652757	
D003015	species	2041	Aeromicrobium erythreum	Bacteria	15	0.00819326333333333	0.00491666	0.0112885003416952	
D003015	species	2724	Hirschia baltica	Bacteria	15	0.0454758413333333	0.00638937	0.104314570765309	
D003015	species	2734	Symbiobacterium thermophilum	Bacteria	15	0.0031470706	0.00290645	0.00227330376306203	
D003015	species	28091	Neisseria weaveri	Bacteria	15	0.00625786933333333	0.00318076	0.00627756444236874	
D003015	species	28122	Fibrobacter intestinalis	Bacteria	15	0.006533616	0.00430422	0.00626034105822551	
D003015	species	28136	Prevotella oulorum	Bacteria	15	0.0108099546666667	0.00835143	0.00741967542545385	
D003015	species	29430	Acinetobacter haemolyticus	Bacteria	15	0.0263550504	0.00650153	0.0390469404654197	
D003015	species	34018	Rhodospirillum centenum	Bacteria	15	0.0131178006	0.00439464	0.0230827835034573	
D003015	species	38288	Corynebacterium genitalium	Bacteria	15	0.009244564	0.00371181	0.0148087820473056	
D003015	species	44032	Streptomyces macrosporus	Bacteria	15	0.0146756026666667	0.0105921	0.0141435816356564	
D003015	species	45462	Brevibacillus borstelensis	Bacteria	15	0.008180006	0.00556979	0.00572208371652171	
D003015	species	47853	Micromonospora carbonacea	Bacteria	15	0.0137762993333333	0.00650153	0.015841003644087	
D003015	species	52229	Hallella seregens	Bacteria	15	0.008648452	0.00377715	0.0112907840593124	
D003015	species	54006	Peptoniphilus ivorii	Bacteria	15	0.0311774997333333	0.00394664	0.0791049268638766	
D003015	species	60478	Shewanella amazonensis	Bacteria	15	0.00450764553333333	0.0034118	0.00448291914734529	
D003015	species	68237	Streptomyces mediolani	Bacteria	15	0.0120870946666667	0.0081483	0.00838235055694818	
D003015	species	70775	Pseudomonas plecoglossicida	Bacteria	15	0.0083047282	0.00438577	0.00804164363974045	
D003015	species	71657	Lonsdalea quercina	Bacteria	15	0.0171947252666667	0.00385371	0.0301442856239705	
D003015	species	71999	Kocuria palustris	Bacteria	15	0.0122696347333333	0.00470588	0.0204363880385999	
D003015	species	72000	Kocuria rhizophila	Bacteria	15	0.00879573346666667	0.00528989	0.0108724333969182	
D003015	species	76853	Solibacillus silvestris	Bacteria	15	0.023942082	0.00436643	0.0487520859898719	
D003015	species	80867	Acidovorax avenae	Bacteria	15	0.0116068266666667	0.011134	0.00996354255223703	
D003015	species	84531	Lysobacter antibioticus	Bacteria	15	0.0118007986666667	0.00669299	0.0105954049199991	
D003015	species	85338	Rothia sp. CCUG 25688	Bacteria	15	0.00575701073333333	0.00345566	0.00585191027946416	
D003015	species	85682	Anaerobacillus arseniciselenatis	Bacteria	15	0.00664296133333333	0.0041137	0.00614683717501804	
D003015	species	109258	Desulfacinum hydrothermale	Bacteria	15	0.00618362993333333	0.00572771	0.00449018156456253	
D003015	species	114528	Mogibacterium neglectum	Bacteria	15	0.007923142	0.00338845	0.0121434462693264	
D003015	species	159723	Thermaerobacter nagasakiensis	Bacteria	15	0.0105629854666667	0.00598874	0.0106974449690691	
D003015	species	176291	Lactobacillus vaccinostercus	Bacteria	15	0.00367130046666667	0.00383597	0.00235889054008135	
D003015	species	178606	Leptospirillum ferriphilum	Bacteria	15	0.0192407833333333	0.00800192	0.0196906559725933	
D003015	species	194867	Sphingomonas sp. ATCC 31555	Bacteria	15	0.0129941673333333	0.00825798	0.0127667550091525	
D003015	species	199592	Microbacterium paraoxydans	Bacteria	15	0.0049320714	0.00367417	0.00380071471735567	
D003015	species	205327	Clostridium frigoris	Bacteria	15	0.011451708	0.00669299	0.0124245228466766	
D003015	species	228745	Thermovibrio ammonificans	Bacteria	15	0.00997406386666667	0.00556979	0.00937378146301321	
D003015	species	254408	Solimonas variicoloris	Bacteria	15	0.00904613133333333	0.00598874	0.00993936711199523	
D003015	species	280093	Flavobacterium granuli	Bacteria	15	0.00431025353333333	0.00314535	0.00346649098294059	
D003015	species	342230	Amycolatopsis taiwanensis	Bacteria	15	0.0159161853333333	0.0111396	0.014121570188385	
D003015	species	346182	Lysobacter yangpyeongensis	Bacteria	15	0.0100305513333333	0.00669299	0.0103329012479616	
D003015	species	373054	Calditerricola satsumensis	Bacteria	15	0.00692560233333333	0.0049894	0.00538049261393179	
D003015	species	396323	Acinetobacter brisouii	Bacteria	15	0.010913014	0.00556979	0.0118334010252124	
D003015	species	453816	Bdellovibrio exovorus	Bacteria	15	0.01173777	0.00529605	0.0116053112685873	
D003015	species	479117	Brevibacterium ravenspurgense	Bacteria	15	0.0366244186666667	0.00561041	0.116303031197312	
D003015	species	481366	Limnobacter litoralis	Bacteria	15	0.00779735866666667	0.00502993	0.0075225427320648	
D003015	species	588932	Brevundimonas naejangsanensis	Bacteria	15	0.0275706855333333	0.00407415	0.0580680657127565	
D003015	species	604330	Olsenella umbonata	Bacteria	15	0.0868797628666667	0.00736485	0.209356650756968	
D003015	species	622695	Planococcus salinarum	Bacteria	15	0.0042311882	0.00383686	0.00319715417163895	
D003015	species	649841	Sulfuricella denitrificans	Bacteria	15	0.005723078	0.00491666	0.00500229634236146	
D003015	species	659243	Bacillus siamensis	Bacteria	15	0.0027316964	0.00359054	0.00176776831029327	
D003015	species	183	Leptonema illini	Bacteria	14	0.00426688028571429	0.00332957	0.00271544228401272	
D003015	species	285	Comamonas testosteroni	Bacteria	14	0.00334175014285714	0.003188305	0.00265534111810484	
